ticker,company name,short name,industry,exchange
VIRC,Virco Manufacturing Corporation,Virco Manufacturing,Industrial Products,NASDAQ Global Market
VIRT,Virtu Financial Inc.,Virtu Financial,Brokers & Exchanges,Nasdaq Global Select
VIS,Vanguard Industrials,Vanguard Industrials,,NYSE Arca
VISI,Volt Information Sciences Inc.,Volt Information Sciences,Employment Services,NYSE American
VIV,Telefonica Brasil S.A. ADS,Telefonica Brasil S.A. ADS,Communication Services,New York Stock Exchange
VIVE,Viveve Medical Inc.,Viveve Medical,Medical Devices,NASDAQ Capital Market
VIVO,Meridian Bioscience Inc.,Meridian Bioscience,Medical Diagnostics & Research,Nasdaq Global Select
VIXM,ProShares Trust VIX Mid-Term Futures,ProShares Trust VIX Mid-Term Futures,,NYSE Arca
VJET,voxeljet AG American Depositary Shares each representing one-fifth of an/,voxeljet AG American Depositary Shares each representing one-fifth of an/,Computer Hardware,New York Stock Exchange
VKI,Invesco Advantage Municipal Income Trust II of Beneficial Interest (DE),Invesco Advantage Municipal Income Trust II of Beneficial Interest (DE),Asset Management,NYSE American
VKQ,Invesco Municipal Trust,Invesco Municipal Trust,Asset Management,New York Stock Exchange
VKTX,Viking Therapeutics Inc.,Viking Therapeutics,Biotechnology,NASDAQ Capital Market
VLGEA,Village Super Market Inc. Class A Common Stock,Village Super Market Common Stock,Retail - Defensive,Nasdaq Global Select
VLO,Valero Energy Corporation,Valero Energy,Oil & Gas - Refining & Marketing,New York Stock Exchange
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Airlines,New York Stock Exchange
VLRX,Valeritas Holdings Inc.,Valeritas,Medical Instruments & Equipment,NASDAQ Capital Market
VLT,Invesco High Income Trust II,Invesco High Income Trust II,Asset Management,New York Stock Exchange
VLY,Valley National Bancorp,Valley National Bancorp,Banks,Nasdaq Global Select
VMBS,Vanguard Mortgage-Backed Securities ETF,Vanguard Mortgage-Backed Securities ETF,,NASDAQ Global Market
VMC,Vulcan Materials Company (Holding Company),Vulcan Materials Company (Holding Company),Building Materials,New York Stock Exchange
VMI,Valmont Industries Inc.,Valmont Industries,Industrial Products,New York Stock Exchange
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc.,Delaware Investments Minnesota Municipal Income Fund II,Asset Management,NYSE American
VMO,Invesco Municipal Opportunity Trust,Invesco Municipal Opportunity Trust,Asset Management,New York Stock Exchange
VMW,Vmware Inc. Class A,Vmware,Application Software,New York Stock Exchange
VNCE,Vince Holding Corp.,Vince Holding,Manufacturing - Apparel & Furniture,New York Stock Exchange
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals,Biotechnology,NASDAQ Global Market
VNE,Veoneer Inc.,Veoneer,Autos,New York Stock Exchange
VNET,21Vianet Group Inc.,21Vianet,Application Software,Nasdaq Global Select
VNM,VanEck Vectors Vietnam,VanEck Vectors Vietnam,,NYSE Arca
VNO,Vornado Realty Trust,Vornado Realty Trust,REITs,New York Stock Exchange
VNOM,Viper Energy Partners LP,Viper Energy Partners,Oil & Gas - E&P,Nasdaq Global Select
VNQ,Vanguard Real Estate,Vanguard Real Estate,,NYSE Arca
VNQI,Vanguard Global ex-U.S. Real Estate ETF,Vanguard Global ex-U.S. Real Estate ETF,,NASDAQ Global Market
VNRX,VolitionRX Limited,VolitionRX Limited,Medical Diagnostics & Research,NYSE American
VNTR,Venator Materials PLC,Venator Materials PLC,Chemicals,New York Stock Exchange
VO,Vanguard Mid-Cap,Vanguard Mid-Cap,,NYSE Arca
VOC,VOC Energy Trust Units of Beneficial Interest,VOC Energy Trust Units of Beneficial Interest,Oil & Gas - E&P,New York Stock Exchange
VOD,Vodafone Group Plc,Vodafone Plc,Communication Services,Nasdaq Global Select
VOE,Vanguard Mid-Cap Value,Vanguard Mid-Cap Value,,NYSE Arca
VONE,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF,,NASDAQ Global Market
VONG,Vanguard Russell 1000 Growth ETF,Vanguard Russell 1000 Growth ETF,,NASDAQ Global Market
VONV,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF,,NASDAQ Global Market
VOOG,Vanguard S&P 500 Growth,Vanguard S&P 500 Growth,,NYSE Arca
VOOV,Vanguard S&P 500 Value,Vanguard S&P 500 Value,,NYSE Arca
VOT,Vanguard Mid-Cap Growth,Vanguard Mid-Cap Growth,,NYSE Arca
VOX,Vanguard Communication Services,Vanguard Communication Services,,NYSE Arca
VOXX,VOXX International Corporation,VOXX International,Autos,Nasdaq Global Select
VOYA,Voya Financial Inc.,Voya Financial,Asset Management,New York Stock Exchange
VPG,Vishay Precision Group Inc.,Vishay Precision,Computer Hardware,New York Stock Exchange
VPL,Vanguard FTSE Pacific,Vanguard FTSE Pacific,,NYSE Arca
VPU,Vanguard Utilities,Vanguard Utilities,,NYSE Arca
VPV,Invesco Pennsylvania Value Municipal Income Trust (DE),Invesco Pennsylvania Value Municipal Income Trust (DE),Asset Management,New York Stock Exchange
VQT,Barclays ETN S&P VEQTOR ETN,Barclays ETN S&P VEQTOR ETN,,NYSE Arca
VRA,Vera Bradley Inc.,Vera Bradley,Manufacturing - Apparel & Furniture,Nasdaq Global Select
VRAY,ViewRay Inc.,ViewRay,Medical Devices,NASDAQ Global Market
VRCA,Verrica Pharmaceuticals Inc.,Verrica Pharmaceuticals,Biotechnology,NASDAQ Global Market
VREX,Varex Imaging Corporation,Varex Imaging,Medical Diagnostics & Research,Nasdaq Global Select
VRML,Vermillion Inc.,Vermillion,Medical Diagnostics & Research,NASDAQ Capital Market
VRNA,Verona Pharma plc,Verona Pharma plc,Biotechnology,NASDAQ Global Market
VRNS,Varonis Systems Inc.,Varonis Systems,Application Software,Nasdaq Global Select
VRNT,Verint Systems Inc.,Verint Systems,Application Software,Nasdaq Global Select
VRRM,Verra Mobility Corporation,Verra Mobility,Consulting & Outsourcing,NASDAQ Capital Market
VRS,Verso Corporation,Verso,Forest Products,New York Stock Exchange
VRSK,Verisk Analytics Inc.,Verisk Analytics,Business Services,Nasdaq Global Select
VRSN,VeriSign Inc.,VeriSign,Online Media,Nasdaq Global Select
VRTS,Virtus Investment Partners Inc.,Virtus Investment Partners,Asset Management,Nasdaq Global Select
VRTU,Virtusa Corporation,Virtusa,Application Software,Nasdaq Global Select
VRTV,Veritiv Corporation,Veritiv,Industrial Products,New York Stock Exchange
VRTX,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated,Biotechnology,Nasdaq Global Select
VSAT,ViaSat Inc.,ViaSat,Communication Equipment,Nasdaq Global Select
VSEC,VSE Corporation,VSE,Engineering & Construction,Nasdaq Global Select
VSH,Vishay Intertechnology Inc.,Vishay Intertechnology,Semiconductors,New York Stock Exchange
VSI,Vitamin Shoppe Inc,Vitamin Shoppe,Retail - Apparel & Specialty,New York Stock Exchange
VSLR,Vivint Solar Inc.,Vivint Solar,Semiconductors,New York Stock Exchange
VSM,Versum Materials Inc.,Versum Materials,Chemicals,New York Stock Exchange
VSS,Vanguard FTSE All-Wld ex-US SmCp Idx,Vanguard FTSE All-Wld ex-US SmCp Idx,,NYSE Arca
VST,Vistra Energy Corp.,Vistra Energy,Utilities - Independent Power Producers,New York Stock Exchange
VSTM,Verastem Inc.,Verastem,Biotechnology,NASDAQ Global Market
VSTO,Vista Outdoor Inc.,Vista Outdoor,Travel & Leisure,New York Stock Exchange
VT,Vanguard Total World Stock Index,Vanguard Total World Stock Index,,NYSE Arca
VTA,Invesco Credit Opportunities Fund of Beneficial Interest,Invesco Credit Opportunities Fund of Beneficial Interest,Asset Management,New York Stock Exchange
VTGN,VistaGen Therapeutics Inc.,VistaGen Therapeutics,Biotechnology,NASDAQ Capital Market
VTHR,Vanguard Russell 3000 ETF,Vanguard Russell 3000 ETF,,NASDAQ Global Market
VTI,Vanguard Total Stock Market,Vanguard Total Stock Market,,NYSE Arca
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,Vanguard Short-Term Inflation-Protected Securities Index Fund,,NASDAQ Global Market
VTIQ,VectoIQ Acquisition Corp.,VectoIQ Acquisition,Conglomerates,NASDAQ Capital Market
VTIQW,VectoIQ Acquisition Corp. Warrant,VectoIQ Acquisition Warrant,Conglomerates,NASDAQ Capital Market
VTL,Vital Therapies Inc.,Vital Therapies,Biotechnology,Nasdaq Global Select
VTN,Invesco Trust for Investment Grade New York Municipals,Invesco Trust for Investment Grade New York Municipals,Asset Management,New York Stock Exchange
VTNR,Vertex Energy Inc,Vertex Energy,Waste Management,NASDAQ Capital Market
VTR,Ventas Inc.,Ventas,REITs,New York Stock Exchange
VTSI,VirTra Inc.,VirTra,Aerospace & Defense,NASDAQ Capital Market
VTV,Vanguard Value,Vanguard Value,,NYSE Arca
VTVT,vTv Therapeutics Inc.,vTv Therapeutics,Biotechnology,NASDAQ Capital Market
VTWG,Vanguard Russell 2000 Growth Index Fund,Vanguard Russell 2000 Growth Index Fund,,NASDAQ Global Market
VTWO,Vanguard Russell 2000 ETF,Vanguard Russell 2000 ETF,,NASDAQ Global Market
VTWV,Vanguard Russell 2000 Value ETF,Vanguard Russell 2000 Value ETF,,NASDAQ Global Market
VUG,Vanguard Growth,Vanguard Growth,,NYSE Arca
VUZI,Vuzix Corporation,Vuzix,Computer Hardware,NASDAQ Capital Market
VV,Vanguard Large-Cap,Vanguard Large-Cap,,NYSE Arca
VVI,Viad Corp,Viad,Business Services,New York Stock Exchange
VVPR,VivoPower International PLC,VivoPower International PLC,Semiconductors,NASDAQ Capital Market
VVR,Invesco Senior Income Trust (DE),Invesco Senior Income Trust (DE),Asset Management,New York Stock Exchange
VVUS,VIVUS Inc.,VIVUS,Biotechnology,Nasdaq Global Select
VVV,Valvoline Inc.,Valvoline,Oil & Gas - Refining & Marketing,New York Stock Exchange
VWO,Vanguard FTSE Emerging Markets,Vanguard FTSE Emerging Markets,,NYSE Arca
VXF,Vanguard Extended Market,Vanguard Extended Market,,NYSE Arca
VXRT,Vaxart Inc.,Vaxart,Biotechnology,NASDAQ Capital Market
VXUS,Vanguard Total International Stock ETF,Vanguard Total International Stock ETF,,NASDAQ Global Market
VYGR,Voyager Therapeutics Inc.,Voyager Therapeutics,Biotechnology,Nasdaq Global Select
VYM,Vanguard High Dividend Yield,Vanguard High Dividend Yield,,NYSE Arca
VZ,Verizon Communications Inc.,Verizon Communications,Communication Services,New York Stock Exchange
W,Wayfair Inc. Class A,Wayfair,Retail - Apparel & Specialty,New York Stock Exchange
WAAS,AquaVenture Holdings Limited,AquaVenture Limited,Utilities - Regulated,New York Stock Exchange
WAB,Westinghouse Air Brake Technologies Corporation,Westinghouse Air Brake,Transportation & Logistics,New York Stock Exchange
WABC,Westamerica Bancorporation,Westamerica Bancorporation,Banks,Nasdaq Global Select
WAFD,Washington Federal Inc.,Washington Federal,Banks,Nasdaq Global Select
WAGE,WageWorks Inc.,WageWorks,Business Services,New York Stock Exchange
WAIR,Wesco Aircraft Holdings Inc.,Wesco Aircraft,Industrial Distribution,New York Stock Exchange
WAL,Western Alliance Bancorporation (DE),Western Alliance Bancorporation (DE),Banks,New York Stock Exchange
WASH,Washington Trust Bancorp Inc.,Washington Trust Bancorp,Banks,Nasdaq Global Select
WAT,Waters Corporation,Waters,Medical Diagnostics & Research,New York Stock Exchange
WATT,Energous Corporation,Energous,Computer Hardware,NASDAQ Capital Market
WB,Weibo Corporation,Weibo,Online Media,Nasdaq Global Select
WBA,Walgreens Boots Alliance Inc.,Walgreens Boots Alliance,Retail - Defensive,Nasdaq Global Select
WBAI,500.com Limited American Depositary Shares each representing 10 Class A shares,500.com Limited American Depositary Shares each representing 10 shares,Travel & Leisure,New York Stock Exchange
WBC,Wabco Holdings Inc.,Wabco,Autos,New York Stock Exchange
WBK,Westpac Banking Corporation,Westpac Banking,Banks,New York Stock Exchange
WBS,Webster Financial Corporation,Webster Financial,Banks,New York Stock Exchange
WBT,Welbilt Inc.,Welbilt,Industrial Products,New York Stock Exchange
WCC,WESCO International Inc.,WESCO International,Industrial Distribution,New York Stock Exchange
WCFB,WCF Bancorp Inc.,WCF Bancorp,Banks,NASDAQ Capital Market
WCG,Wellcare Health Plans Inc.,Wellcare Health Plans,Health Care Plans,New York Stock Exchange
WCN,Waste Connections Inc.,Waste Connections,Waste Management,New York Stock Exchange
WD,Walker & Dunlop Inc,Walker & Dunlop,Banks,New York Stock Exchange
WDAY,Workday Inc.,Workday,Application Software,Nasdaq Global Select
WDC,Western Digital Corporation,Western Digital,Computer Hardware,Nasdaq Global Select
WDFC,WD-40 Company,WD-40 Company,Chemicals,Nasdaq Global Select
WDR,Waddell & Reed Financial Inc.,Waddell & Reed Financial,Asset Management,New York Stock Exchange
WEA,Western Asset Bond Fund Share of Beneficial Interest,Western Asset Bond Fund Share of Beneficial Interest,Asset Management,New York Stock Exchange
WEAT,Teucrium Wheat Fund ETV,Teucrium Wheat Fund ETV,,NYSE Arca
WEBK,Wellesley Bancorp Inc.,Wellesley Bancorp,Banks,NASDAQ Capital Market
WEC,WEC Energy Group Inc.,WEC Energy,Utilities - Regulated,New York Stock Exchange
WEI,Weidai Ltd. American depositary shares each representing one (1) Class A,Weidai American depositary shares each representing one (1),Credit Services,New York Stock Exchange
WELL,Welltower Inc.,Welltower,REITs,New York Stock Exchange
WEN,Wendy's Company (The),Wendy's Company (The),Restaurants,Nasdaq Global Select
WERN,Werner Enterprises Inc.,Werner Enterprises,Transportation & Logistics,Nasdaq Global Select
WES,Western Gas Partners LP Limited Partner Interests,Western Gas Partners Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange
WETF,WisdomTree Investments Inc.,WisdomTree Investments,Asset Management,Nasdaq Global Select
WEX,WEX Inc.,WEX,Business Services,New York Stock Exchange
WEYS,Weyco Group Inc.,Weyco,Manufacturing - Apparel & Furniture,Nasdaq Global Select
WFC,Wells Fargo & Company,Wells Fargo & Company,Banks,New York Stock Exchange
WFT,Weatherford International plc (Ireland),Weatherford International plc (Ireland),Oil & Gas - Services,New York Stock Exchange
WGO,Winnebago Industries Inc.,Winnebago Industries,Autos,New York Stock Exchange
WGP,Western Gas Equity Partners LP Representing Limited Partner Interests,Western Gas Equity Partners Representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange
WH,Wyndham Hotels & Resorts Inc.,Wyndham Hotels & Resorts,Travel & Leisure,New York Stock Exchange
WHD,Cactus Inc. Class A,Cactus,Oil & Gas - Services,New York Stock Exchange
WHF,WhiteHorse Finance Inc.,WhiteHorse Finance,Asset Management,Nasdaq Global Select
WHG,Westwood Holdings Group Inc,Westwood,Asset Management,New York Stock Exchange
WHLM,Wilhelmina International Inc.,Wilhelmina International,Business Services,NASDAQ Capital Market
WHLR,Wheeler Real Estate Investment Trust Inc.,Wheeler Real Estate Investment Trust,REITs,NASDAQ Capital Market
WHR,Whirlpool Corporation,Whirlpool,Manufacturing - Apparel & Furniture,New York Stock Exchange
WIA,Western Asset Inflation-Linked Income Fund,Western Asset Inflation-Linked Income Fund,Asset Management,New York Stock Exchange
WIFI,Boingo Wireless Inc.,Boingo Wireless,Communication Services,Nasdaq Global Select
WILC,G. Willi-Food International  Ltd.,G. Willi-Food International,Retail - Defensive,NASDAQ Capital Market
WIN,Windstream Holdings Inc.,Windstream,Communication Services,Nasdaq Global Select
WINA,Winmark Corporation,Winmark,Retail - Apparel & Specialty,NASDAQ Global Market
WING,Wingstop Inc.,Wingstop,Restaurants,Nasdaq Global Select
WINS,Wins Finance Holdings Inc.,Wins Finance,Asset Management,NASDAQ Capital Market
WIP,SPDR FTSE International Government Inflation-Protected Bond,SPDR FTSE International Government Inflation-Protected Bond,,NYSE Arca
WIRE,Encore Wire Corporation,Encore Wire,Computer Hardware,Nasdaq Global Select
WISA,Summit Wireless Technologies Inc.,Summit Wireless,Semiconductors,NASDAQ Capital Market
WIT,Wipro Limited,Wipro Limited,Application Software,New York Stock Exchange
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,Western Asset Inflation-Linked Opportunities & Income Fund,Asset Management,New York Stock Exchange
WIX,Wix.com Ltd.,Wix.com,Online Media,Nasdaq Global Select
WK,Workiva Inc. Class A,Workiva,Application Software,New York Stock Exchange
WKHS,Workhorse Group Inc.,Workhorse,Autos,NASDAQ Capital Market
WLDN,Willdan Group Inc.,Willdan,Engineering & Construction,NASDAQ Global Market
WLFC,Willis Lease Finance Corporation,Willis Lease Finance,Consulting & Outsourcing,NASDAQ Global Market
WLH,Lyon William Homes (Class A),Lyon William Homes (Class A),Homebuilding & Construction,New York Stock Exchange
WLK,Westlake Chemical Corporation,Westlake Chemical,Chemicals,New York Stock Exchange
WLKP,Westlake Chemical Partners LP representing limited partner interests,Westlake Chemical Partners representing limited partner interests,Chemicals,New York Stock Exchange
WLL,Whiting Petroleum Corporation,Whiting Petroleum,Oil & Gas - E&P,New York Stock Exchange
WLTW,Willis Towers Watson Public Limited Company,Willis Towers Watson Public Limited Company,Brokers & Exchanges,Nasdaq Global Select
WM,Waste Management Inc.,Waste Management,Waste Management,New York Stock Exchange
WMB,Williams Companies Inc. (The),Williams Companies (The),Oil & Gas - Midstream,New York Stock Exchange
WMC,Western Asset Mortgage Capital Corporation,Western Asset Mortgage Capital,REITs,New York Stock Exchange
WMCR,Invesco Wilshire Micro-Cap,Invesco Wilshire Micro-Cap,,NYSE Arca
WMGI,Wright Medical Group N.V.,Wright Medical N.V.,Medical Devices,Nasdaq Global Select
WMK,Weis Markets Inc.,Weis Markets,Retail - Defensive,New York Stock Exchange
WMS,Advanced Drainage Systems Inc.,Advanced Drainage Systems,Autos,New York Stock Exchange
WMT,Walmart Inc.,Walmart,Retail - Defensive,New York Stock Exchange
WMW,DEUTSCHE BANK AKTIENGESELLSCHAFT ELEMENTS Linked to the Morningstar Wide Moat Focus Total Return Index due October 24 2022,DEUTSCHE BANK AKTIENGESELLSCHAFT ELEMENTS Linked to the Morningstar Wide Moat Focus Total Return Index due October 24 2022,,NYSE Arca
WNC,Wabash National Corporation,Wabash National,Truck Manufacturing,New York Stock Exchange
WNEB,Western New England Bancorp Inc.,Western New England Bancorp,Banks,Nasdaq Global Select
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),WNS (Holdings) Limited Sponsored (Jersey),Business Services,New York Stock Exchange
